"C03227V03891","Townlands","TLIST(A1)","CensusYear","STATISTIC","Statistic Label","UNIT","VALUE"
"061819","Derrysillagh, Moyrus, Co. Galway","2011","2011","CD155C7","Housing stock","Number","12"
"061819","Derrysillagh, Moyrus, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","50"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C1","Population","Number","17"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"061820","Derrysiskal, Killimor, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C1","Population","Number","8"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C2","Males","Number","7"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C3","Females","Number","1"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C7","Housing stock","Number","8"
"061821","Derryvealawauma, Illion, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","37.5"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061822","Derryvickrune, Derrycunlagh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061823","Derryvoghil, Oughterard, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C1","Population","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C2","Males","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C3","Females","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"061824","Derryvokeel, Kilthomas, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C1","Population","Number","12"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C2","Males","Number","8"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C3","Females","Number","4"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","4"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C7","Housing stock","Number","6"
"061825","Derryvoreada, Illion, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","33.3"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C7","Housing stock","Number","2"
"061826","Derryvrisk, Kilcummin, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","100"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C1","Population","Number","64"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C2","Males","Number","26"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C3","Females","Number","38"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","22"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C7","Housing stock","Number","24"
"061827","Derryvunlam, Abbeyville, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","8.3"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","1"
"061828","Derrywee East, Ballycahalan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","100"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C1","Population","Number","17"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C2","Males","Number","9"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C3","Females","Number","8"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","6"
"061829","Derrywee West, Ballycahalan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C1","Population","Number","73"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C2","Males","Number","40"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C3","Females","Number","33"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","23"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","5"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","4"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C7","Housing stock","Number","28"
"061830","Derrywode, Island, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","14.3"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C7","Housing stock","Number","2"
"061832","Dinish Island, Gorumna, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","100"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C1","Population","Number","32"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C2","Males","Number","14"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C3","Females","Number","18"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","13"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","20"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","20"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","33"
"061834","Dolan, Bunowen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","60.6"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C1","Population","Number","110"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C2","Males","Number","53"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C3","Females","Number","57"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","32"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C7","Housing stock","Number","35"
"061835","Donaghpatrick, Kilcoona, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","8.6"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C1","Population","Number","28"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C2","Males","Number","17"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C3","Females","Number","11"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","8"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C7","Housing stock","Number","8"
"061836","Doocreggaun, Oatfield, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C1","Population","Number","44"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C2","Males","Number","25"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C3","Females","Number","19"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","13"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C7","Housing stock","Number","13"
"061837","Doogarraun, Kilconickny, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C1","Population","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C2","Males","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C3","Females","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"061838","Dooghcloon, Killimor, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C1","Population","Number","75"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C2","Males","Number","38"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C3","Females","Number","37"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","26"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","19"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","19"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C7","Housing stock","Number","45"
"061839","Dooghta, Cong, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","42.2"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C1","Population","Number","41"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C2","Males","Number","25"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C3","Females","Number","16"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","19"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","13"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","13"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","32"
"061840","Doohulla, Bunowen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","40.6"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061841","Dooletter East, Scainimh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061842","Dooletter West, Scainimh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C1","Population","Number","9"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C2","Males","Number","5"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C3","Females","Number","4"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C7","Housing stock","Number","3"
"061843","Doon (Ballynahinch By), Clifden, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C1","Population","Number","42"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C2","Males","Number","19"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C3","Females","Number","23"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","15"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","5"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","5"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","20"
"061844","Doon (Leitrim By), Kilreekill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","25"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C1","Population","Number","326"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C2","Males","Number","165"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C3","Females","Number","161"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","93"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","7"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","5"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C7","Housing stock","Number","100"
"061845","Doon (Moycullen By), Wormhole, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","5"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061846","Doon Lower, Clonbrock, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C1","Population","Number","39"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C2","Males","Number","19"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C3","Females","Number","20"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","15"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","4"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","4"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C7","Housing stock","Number","19"
"061847","Doon Upper, Clonbrock, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","21.1"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C1","Population","Number","21"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C2","Males","Number","9"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C3","Females","Number","12"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","4"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","4"
"061848","Doonally East, Ballycahalan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C1","Population","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C2","Males","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C3","Females","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"061849","Doonally West, Ballycahalan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C1","Population","Number","191"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C2","Males","Number","90"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C3","Females","Number","101"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","55"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","10"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","6"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C7","Housing stock","Number","65"
"061850","Doonard, Craughwell, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","9.2"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C1","Population","Number","22"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C2","Males","Number","15"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","7"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","10"
"061851","Doonaree, Killallaghtan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","20"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C1","Population","Number","35"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C2","Males","Number","16"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C3","Females","Number","19"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","14"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C7","Housing stock","Number","16"
"061852","Doonaun, Derryglassaun, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","12.5"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C1","Population","Number","85"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C2","Males","Number","45"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C3","Females","Number","40"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","25"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","4"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","4"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C7","Housing stock","Number","29"
"061853","Doonbeg, Ballynapark, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","13.8"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061854","Dooneen, Ballynakill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C1","Population","Number","22"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C3","Females","Number","12"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","9"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","15"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","15"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","24"
"061855","Doonloughan, Doonloughan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","62.5"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"061856","Doonowen, Kiltartan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"061857","Doonreaghan, Moyrus, Co. Galway","2011","2011","CD155C1","Population","Number","24"
"061857","Doonreaghan, Moyrus, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"061857","Doonreaghan, Moyrus, Co. Galway","2011","2011","CD155C3","Females","Number","14"
"061857","Doonreaghan, Moyrus, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","9"
